工作名称,工作薪资,工作网站,公司名称,公司网站,公司性质,公司地点,公司标签,公司人数,公司待遇,工作年限,招聘日期
JAVA开发工程师 (MJ002613),0.7-1.2万/月,https://jobs.51job.com/tangshan/125058653.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:24
JAVA开发工程师 (MJ002614),0.8-1.3万/月,https://jobs.51job.com/shenzhen-nsq/125056088.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:24
Java开发工程师 (MJ002567),0.8-1.2万/月,https://jobs.51job.com/beijing/125055687.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,北京,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,,1,2020-09-16 07:08:24
JAVA开发工程师 (MJ002615),0.7-1.2万/月,https://jobs.51job.com/tianjin/125055670.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:24
Java开发工程师,1.1-1.5万/月,https://jobs.51job.com/beijing-dcq/125400026.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,北京-东城区,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,五险一金 补充医疗保险 员工旅游 餐饮补贴 通讯补贴 年终奖金 定期体检,5,2020-09-16 07:08:23
JAVA开发工程师 (MJ002603),0.7-1.2万/月,https://jobs.51job.com/xian/125332284.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002605),0.7-1.2万/月,https://jobs.51job.com/nanjing/125331584.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002606),0.7-1.2万/月,https://jobs.51job.com/ningbo/125331276.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002607),0.7-1.2万/月,https://jobs.51job.com/wuxi/125330858.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002608),0.7-1.2万/月,https://jobs.51job.com/haikou/125330612.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002609),0.7-1.2万/月,https://jobs.51job.com/nanning/125330342.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002610),0.7-1.2万/月,https://jobs.51job.com/wuhan/125329933.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
JAVA开发工程师 (MJ002610),0.7-1.2万/月,https://jobs.51job.com/wuhan/125329878.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,异地招聘,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,餐饮补贴 上市公司 大平台 五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检,1,2020-09-16 07:08:23
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-dcq/125309855.html?s=01&t=0,神州数码信息服务股份有限公司,https://jobs.51job.com/all/co2683268.html,北京-东城区,上市公司,计算机服务(系统、数据服务、维修),5000-10000人,,5,2020-09-16 07:08:23
Java开发工程师,1.5-3万/月,https://jobs.51job.com/beijing/124042555.html?s=01&t=0,完美世界（北京）总部/完美时空,https://jobs.51job.com/all/co2215669.html,北京,外资（欧美）,网络游戏,500-1000人,五险一金 补充医疗保险 餐饮补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,4,2020-09-16 07:07:29
资深Java服务器开发工程师,2-2.5万/月,https://jobs.51job.com/beijing/123887683.html?s=01&t=0,完美世界（北京）总部/完美时空,https://jobs.51job.com/all/co2215669.html,北京,外资（欧美）,网络游戏,500-1000人,,6,2020-09-16 07:07:28
阿里巴巴银泰商业-Java开发专家-北京,,https://jobs.51job.com/beijing/112461148.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:07:10
阿里云智能事业群-ECS资深Java工程师/专家-北京/杭州,,https://jobs.51job.com/beijing/122701864.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:47
阿里云智能-软件解决方案Java开发专家-北京/杭州,,https://jobs.51job.com/beijing/122699448.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:07:00
阿里云智能-Java研发工程师-企业云管理领域,,https://jobs.51job.com/beijing/122699401.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:07:00
阿里云智能事业群-开发者平台JAVA开发专家-北京,,https://jobs.51job.com/beijing/122699687.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:57
智能服务事业部-Java研发专家-产品方向-北京,,https://jobs.51job.com/beijing/122699837.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:56
钉钉(DingTalk)-JAVA服务端技术专家-文档协同,,https://jobs.51job.com/beijing/122701214.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:48
阿里云智能事业群-神龙资深Java工程师/专家-北京/杭州,,https://jobs.51job.com/beijing/122702072.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:46
友盟-Java开发专家/架构师,,https://jobs.51job.com/beijing/122702888.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:43
天猫精灵事业部-高级java开发工程师/专家-北京,,https://jobs.51job.com/beijing/122702881.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:42
数据技术及产品部-高级Java技术专家-北京,,https://jobs.51job.com/beijing/122702939.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:41
阿里云智能事业群-Java技术专家-数加平台&DataWorks,,https://jobs.51job.com/beijing/122745602.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:33
阿里集团-技术专家-Java,,https://jobs.51job.com/beijing/122745601.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:33
阿里云智能事业群-技术专家Java(金融)-杭州/北京,,https://jobs.51job.com/beijing/123346911.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:29
创新事业群UC事业部-Java技术专家,,https://jobs.51job.com/beijing/123549981.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:23
高德-高精地图数据Java开发专家,,https://jobs.51job.com/beijing/124021232.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:17
淘系技术部-JAVA技术专家-2C方向-直播app,,https://jobs.51job.com/beijing/123980197.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:17
淘系技术部-JAVA技术专家-2C方向-淘宝直播App,,https://jobs.51job.com/beijing/123980196.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:17
创新事业群融媒体发展事业部-JAVA开发专家.Y-北京.LCG,,https://jobs.51job.com/beijing/124232435.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:13
阿里巴巴银泰商业-高级Java开发工程师-供应链,,https://jobs.51job.com/beijing/124313920.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:06:11
融媒体发展事业部-JAVA开发专家.中台-北京.ZWB,,https://jobs.51job.com/beijing/125023019.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:06:02
阿里健康-高级Java专家-CRM,,https://jobs.51job.com/beijing/125282123.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:05:56
数据技术及产品部-资深Java研发工程师-数据中台,,https://jobs.51job.com/beijing/125316274.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,5,2020-09-16 07:05:54
数据技术及产品部-Java技术专家-数据中台,,https://jobs.51job.com/beijing/125316273.html?s=01&t=0,阿里巴巴集团,https://jobs.51job.com/all/co1991749.html,北京,上市公司,互联网/电子商务,10000人以上,,6,2020-09-16 07:05:54
Java开发工程师（大数据应用）,2-2.5万/月,https://jobs.51job.com/beijing-cyq/124976694.html?s=01&t=0,绫致时装（天津）有限公司,https://jobs.51job.com/all/co181210.html,北京-朝阳区,外资（欧美）,服装/纺织/皮革,10000人以上,,6,2020-09-16 07:01:28
JAVA 工程师,1.5-2万/月,http://dhl.51job.com/sc/show_job_detail.php?jobid=124966200,中外运-敦豪(DHL-Sinotrans),http://dhl.51job.com,北京-大兴区,合资,交通/运输/物流,5000-10000人,五险一金 补充医疗保险 免费班车 餐饮补贴 专业培训 年终奖金 定期体检,5,2020-09-16 07:00:50
Java工程师,1-1.5万/月,https://jobs.51job.com/beijing-xcq/122729343.html?s=01&t=0,亚信科技CMC,https://jobs.51job.com/all/co3972921.html,北京-西城区,合资,计算机软件,10000人以上,,5,2020-09-16 07:00:37
Java开发工程师,1.2-1.8万/月,https://jobs.51job.com/beijing-cyq/124024832.html?s=01&t=0,亚信科技（中国）有限公司,https://jobs.51job.com/all/co303468.html,北京-朝阳区,上市公司,计算机软件,10000人以上,五险一金 通讯补贴 定期体检 年终奖金 弹性工作 绩效奖金,5,2020-09-16 07:00:36
Java开发工程师,1.5-2.5万/月,https://jobs.51job.com/beijing-hdq/124754275.html?s=01&t=0,亚信科技（中国）有限公司,https://jobs.51job.com/all/co303468.html,北京-海淀区,上市公司,计算机软件,10000人以上,五险一金 补充医疗保险 免费班车 定期体检 弹性工作 绩效奖金 通讯补贴 餐饮补贴 交通补贴 专业培训,4,2020-09-16 07:00:34
JAVA实习软件工程师,3-3.3千/月,https://jobs.51job.com/beijing-hdq/124134988.html?s=01&t=0,亚信科技PRD,https://jobs.51job.com/all/co4209851.html,北京-海淀区,民营公司,计算机软件,10000人以上,免费班车 专业培训 弹性工作,1,2020-09-16 07:00:33
Java开发工程师,10-15万/年,https://jobs.51job.com/beijing-hdq/125430683.html?s=01&t=0,航天科工仿真技术有限责任公司,https://jobs.51job.com/all/co3993708.html,北京-海淀区,国企,计算机软件,50-150人,五险一金 补充医疗保险 交通补贴 通讯补贴 餐饮补贴 绩效奖金 年终奖金 定期体检,4,2020-09-16 04:17:22
P0031-高级JAVA工程师,1.5-3万/月,https://jobs.51job.com/beijing/120257826.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,5,2020-09-16 04:17:22
P0028-JAVA工程师,0.8-1.4万/月,https://jobs.51job.com/beijing/120257471.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,4,2020-09-16 04:17:22
P0027-高级JAVA工程师,1.2-2万/月,https://jobs.51job.com/beijing/120257426.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,5,2020-09-16 04:17:22
P0017-JAVA工程师,0.8-1.4万/月,https://jobs.51job.com/beijing/120254532.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,4,2020-09-16 04:17:22
P0016-高级Java工程师,1.2-1.8万/月,https://jobs.51job.com/beijing/120254530.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,5,2020-09-16 04:17:22
P0013-JAVA工程师,0.8-1.4万/月,https://jobs.51job.com/beijing/120254523.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,4,2020-09-16 04:17:22
P0012-高级JAVA工程师,1.2-1.8万/月,https://jobs.51job.com/beijing/120254519.html?s=01&t=0,中盈优创资讯科技有限公司,https://jobs.51job.com/all/co296461.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 定期体检 绩效奖金 生日福利 节日福利,5,2020-09-16 04:17:22
JAVA中级工程师,0.6-1.2万/月,https://jobs.51job.com/beijing-cpq/75617651.html?s=01&t=0,北京睿信毅城科技有限公司,https://jobs.51job.com/all/co3096024.html,北京-昌平区,民营公司,计算机软件,150-500人,,5,2020-09-16 04:17:22
高级Java开发工程师 - 商业变现,4-6万/月,https://jobs.51job.com/beijing/122777570.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 下午茶 扁平管理 健身瑜伽 用户过亿 大牛带队,6,2020-09-16 01:12:41
Java技术专家,2.5-4.5万/月,https://jobs.51job.com/beijing/122317105.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,股票期权 扁平管理 用户过亿 免费三餐,1,2020-09-16 01:12:09
Java高级研发工程师-客服中台引擎方向,2-4万/月,https://jobs.51job.com/beijing/121920656.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 扁平管理 用户过亿 大牛带队 晋升空间大 团队氛围好 薪资优厚,6,2020-09-16 01:10:57
Java客户端开发实习生,6-8千/月,https://jobs.51job.com/beijing/120426501.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,下午茶 扁平管理 健身瑜伽 免费三餐 租房补贴,1,2020-09-16 01:09:19
Java运维研发实习生-企业应用,5-8千/月,https://jobs.51job.com/beijing/119766618.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴,1,2020-09-16 01:06:59
Java开发工程师-财务报表平台,2-4万/月,https://jobs.51job.com/beijing/120995694.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 扁平管理,5,2020-09-16 01:06:40
Java开发工程师,3-5万/月,https://jobs.51job.com/beijing/115857831.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理 健身瑜伽 过亿用户 职业大牛,5,2020-09-16 01:06:01
Java开发工程师 - 新产品,3-4.5万/月,https://jobs.51job.com/beijing/115857830.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理 健身瑜伽 过亿用户 职业大牛,5,2020-09-16 01:06:01
Java高级开发工程师 - 开发套件方向,3-5万/月,https://jobs.51job.com/beijing/114103574.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理 健身瑜伽 过亿用户 职业大牛,5,2020-09-16 01:05:10
Java开发工程师,2.5-5万/月,https://jobs.51job.com/beijing/111546169.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理 健身瑜伽 过亿用户 职业大牛,4,2020-09-16 01:04:02
Java开发实习生 - 企业产品,3-4千/月,https://jobs.51job.com/beijing/107629564.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,弹性工作 免费三餐 租房补贴,1,2020-09-16 01:02:55
Java高级工程师-企业应用,2.5-4万/月,https://jobs.51job.com/beijing/118565756.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假,6,2020-09-16 01:02:30
Java高级工程师,2.5-4万/月,https://jobs.51job.com/beijing/123644659.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 扁平管理,6,2020-09-16 01:02:29
Java开发架构师,2.5-5万/月,https://jobs.51job.com/beijing/101616848.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 高薪期权 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶,5,2020-09-16 01:01:39
高级Java开发工程师,2.5-5万/月,https://jobs.51job.com/beijing/101625319.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 高薪期权 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶,5,2020-09-16 01:01:38
Java研发架构师,2.5-5万/月,https://jobs.51job.com/beijing/99523364.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 高薪期权 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶,5,2020-09-16 01:01:19
高级Java研发工程师,2.5-5万/月,https://jobs.51job.com/beijing/99491923.html?s=01&t=0,字节跳动,https://jobs.51job.com/all/co2758227.html,北京,民营公司,互联网/电子商务,10000人以上,六险一金 高薪期权 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶,5,2020-09-16 01:01:06
资深Java工程师（广告投放平台）--2835,2-4万/月,https://jobs.51job.com/beijing-hdq/118513942.html?s=01&t=0,爱奇艺（www.iqiyi.com）,https://jobs.51job.com/all/co2376239.html,北京-海淀区,合资,互联网/电子商务,5000-10000人,,10,2020-09-15 23:50:04
供应链系统高级Java工程师,2.5-3万/月,https://jobs.51job.com/beijing-cyq/124077054.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,4,2020-09-15 21:00:11
Java开发工程师（内招）,1-1.5万/月,https://jobs.51job.com/beijing-syq/124868724.html?s=01&t=0,北京华宇泰聚科技有限公司,https://jobs.51job.com/all/co5667464.html,北京-顺义区,民营公司,计算机软件,少于50人,五险一金 节日福利 周末双休,5,2020-09-15 20:27:36
Java高级开发工程师,1-2万/月,https://jobs.51job.com/xian-gxjs/124866701.html?s=01&t=0,北京华宇泰聚科技有限公司,https://jobs.51job.com/all/co5667464.html,异地招聘,民营公司,计算机软件,少于50人,五险一金 节日福利 周末双休,5,2020-09-15 20:27:36
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-hdq/124693402.html?s=01&t=0,北京华宇泰聚科技有限公司,https://jobs.51job.com/all/co5667464.html,北京-海淀区,民营公司,计算机软件,少于50人,五险一金 节日福利 周末双休,5,2020-09-15 20:27:36
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-dcq/124602507.html?s=01&t=0,北京华宇泰聚科技有限公司,https://jobs.51job.com/all/co5667464.html,北京-东城区,民营公司,计算机软件,少于50人,五险一金 节日福利 周末双休,4,2020-09-15 20:27:36
Java开发工程师,1-2万/月,https://jobs.51job.com/beijing-dcq/124601481.html?s=01&t=0,北京华宇泰聚科技有限公司,https://jobs.51job.com/all/co5667464.html,北京-东城区,民营公司,计算机软件,少于50人,,5,2020-09-15 20:27:36
零售基础服务系统java工程师,2.5-3万/月,https://jobs.51job.com/beijing-cyq/124079683.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,4,2020-09-15 20:00:20
Java开发工程师,6-9千/月,https://jobs.51job.com/beijing-hdq/114677168.html?s=01&t=0,广州城市信息研究所有限公司,https://jobs.51job.com/all/co10972.html,北京-海淀区,民营公司,计算机软件,500-1000人,五险一金 专业培训 年终奖金 定期体检 生日礼金 节日礼金 带薪年假 带薪病假 早餐奶,4,2020-09-15 19:30:29
高级\资深Java开发工程师-互联网电商,1.8-2.8万/月,https://jobs.51job.com/beijing-hdq/123590891.html?s=01&t=0,敦煌网,https://jobs.51job.com/all/co692383.html,北京-海淀区,外资（非欧美）,互联网/电子商务,500-1000人,,6,2020-09-15 19:28:40
Java初级工程师,1-2万/月,https://jobs.51job.com/beijing/119923332.html?s=01&t=0,北京利和制药有限公司,https://jobs.51job.com/all/co3190844.html,北京,民营公司,制药/生物工程,500-1000人,五险一金 绩效奖金 年终奖金 免费班车,3,2020-09-15 18:21:23
Java研发工程师,1.5-3万/月,https://jobs.51job.com/beijing/119923323.html?s=01&t=0,北京利和制药有限公司,https://jobs.51job.com/all/co3190844.html,北京,民营公司,制药/生物工程,500-1000人,五险一金 绩效奖金 年终奖金 免费班车,10,2020-09-15 18:21:23
高级Java研发工程师,2-4万/月,https://jobs.51job.com/beijing/119923303.html?s=01&t=0,北京利和制药有限公司,https://jobs.51job.com/all/co3190844.html,北京,民营公司,制药/生物工程,500-1000人,五险一金 绩效奖金 年终奖金 免费班车,10,2020-09-15 18:21:23
Java架构师,1-2万/月,https://jobs.51job.com/beijing/119923278.html?s=01&t=0,北京利和制药有限公司,https://jobs.51job.com/all/co3190844.html,北京,民营公司,制药/生物工程,500-1000人,五险一金 绩效奖金 年终奖金 免费班车,10,2020-09-15 18:21:23
高级java开发工程师,30-70万/年,https://jobs.51job.com/beijing-hdq/119351115.html?s=01&t=0,湛熙企业管理咨询（上海）有限公司,https://jobs.51job.com/all/co5030944.html,北京-海淀区,民营公司,专业服务(咨询、人力资源、财会),50-150人,绩效奖金 五险一金 年终奖金,8,2020-09-15 18:14:24
商业运营平台部_Java资深研发工程师,3-5万/月,https://jobs.51job.com/beijing/119693885.html?s=01&t=0,百度在线网络技术（北京）有限公司,https://jobs.51job.com/all/co112266.html,北京,外资（欧美）,互联网/电子商务,500-1000人,免费班车 餐饮补贴 下午茶 1v1导师制 五险一金 年终奖金 弹性工作,6,2020-09-15 18:00:07
医美业务部_高级Java研发工程师,2.5-5万/月,https://jobs.51job.com/beijing/120330253.html?s=01&t=0,百度在线网络技术（北京）有限公司,https://jobs.51job.com/all/co112266.html,北京,外资（欧美）,互联网/电子商务,500-1000人,五险一金 补充医疗保险 餐饮补贴,4,2020-09-15 18:00:06
商业运营平台部_Java高级研发工程师,2.5-5万/月,https://jobs.51job.com/beijing-hdq/119935594.html?s=01&t=0,百度在线网络技术（北京）有限公司,https://jobs.51job.com/all/co112266.html,北京-海淀区,外资（欧美）,互联网/电子商务,500-1000人,免费班车 餐饮补贴 下午茶 1v1导师制 五险一金 年终奖金 弹性工作,4,2020-09-15 18:00:05
商业平台研发部_Java研发工程师,2-4万/月,https://jobs.51job.com/beijing/121621613.html?s=01&t=0,百度在线网络技术（北京）有限公司,https://jobs.51job.com/all/co112266.html,北京,外资（欧美）,互联网/电子商务,500-1000人,五险一金 补充医疗保险 餐饮补贴,3,2020-09-15 18:00:04
资深JAVA工程师,2.5-4万/月,https://jobs.51job.com/beijing/120040286.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,6,2020-09-15 17:51:21
