工作名称,工作薪资,工作网站,公司名称,公司网站,公司性质,公司地点,公司标签,公司人数,公司待遇,工作年限,招聘日期
高级技术经理,8-12万/月,https://jobs.51job.com/beijing-hdq/120585405.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-海淀区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,6,2020-09-15 17:51:00
校招-后端开发工程师（2021届）,4-5千/月,https://jobs.51job.com/beijing-cyq/120905579.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co2381155.html,北京-朝阳区,合资,互联网/电子商务,10000人以上,,1,2020-09-15 15:58:20
校招-Web前端开发工程师（2021届）,4-5千/月,https://jobs.51job.com/beijing-cyq/120904582.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co2381155.html,北京-朝阳区,合资,互联网/电子商务,10000人以上,,1,2020-09-15 15:58:17
校招-Android开发工程师（2021届）,4-5千/月,https://jobs.51job.com/beijing-cyq/120904408.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co2381155.html,北京-朝阳区,合资,互联网/电子商务,10000人以上,,1,2020-09-15 15:58:17
校招-IOS开发工程师（2021届）,4-5千/月,https://jobs.51job.com/beijing-cyq/120904475.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co2381155.html,北京-朝阳区,合资,互联网/电子商务,10000人以上,,1,2020-09-15 15:58:16
项目经理,1.5千以下/月,https://jobs.51job.com/beijing-xcq/121103302.html?s=01&t=0,合肥英泽信息科技有限公司,https://jobs.51job.com/all/co2908814.html,北京-西城区,民营公司,计算机软件,150-500人,五险一金 节假日礼品 带薪年假,5,2020-09-15 15:17:55
高级测试工程师,1.5-2千/月,https://jobs.51job.com/beijing-cyq/124750667.html?s=01&t=0,大连东软思维科技发展有限公司,https://jobs.51job.com/all/co3560056.html,北京-朝阳区,民营公司,计算机软件,1000-5000人,五险一金 定期体检 年终奖金,6,2020-09-15 11:19:13
.NET软件开发工程师（日语）,2-3千/月,https://jobs.51job.com/beijing/113450208.html?s=01&t=0,大连滋德商务咨询有限公司,https://jobs.51job.com/all/co5430585.html,北京,民营公司,专业服务(咨询、人力资源、财会),少于50人,,3,2020-09-15 10:39:30
linux系统软件工程师,1.5千以下/月,https://jobs.51job.com/hangzhou/121632278.html?s=01&t=0,中兵容和（北京）科技有限公司,https://jobs.51job.com/all/co5285076.html,异地招聘,民营公司,计算机软件,少于50人,,5,2020-09-15 10:26:10
linux网络软件工程师,1.5千以下/月,https://jobs.51job.com/hangzhou/121631711.html?s=01&t=0,中兵容和（北京）科技有限公司,https://jobs.51job.com/all/co5285076.html,异地招聘,民营公司,计算机软件,少于50人,,5,2020-09-15 10:26:10
前端开发工程师,3.5-4千/月,https://jobs.51job.com/beijing-ftq/121193036.html?s=01&t=0,航天四创科技有限责任公司,https://jobs.51job.com/all/co4752154.html,北京-丰台区,国企,计算机服务(系统、数据服务、维修),150-500人,,1,2020-09-15 10:25:56
软件工程师实习生(校招岗可转正）,2-4千/月,https://jobs.51job.com/beijing-cyq/125112556.html?s=01&t=0,野村综研（北京）系统集成有限公司,https://jobs.51job.com/all/co3005482.html,北京-朝阳区,外资（非欧美）,计算机软件,150-500人,周末双休 加班补贴 五险一金 补充医疗保险 员工旅游 定期体检,1,2020-09-15 10:23:02
Android开发工程师,0.5-1.1万/月,https://jobs.51job.com/baoding/124153838.html?s=01&t=0,保定朗信电子科技有限公司,https://jobs.51job.com/all/co2751710.html,异地招聘,民营公司,仪器仪表/工业自动化,50-150人,周末双休 五险一金 节日福利 通讯补贴 高温补贴 交通补贴 员工旅游 专业培训 年终奖金,5,2020-09-15 09:22:10
大数据开发工程师,5-7万/月,https://jobs.51job.com/beijing/123817200.html?s=01&t=0,西安智人网络科技有限公司,https://jobs.51job.com/all/co5102328.html,北京,民营公司,专业服务(咨询、人力资源、财会),150-500人,五险一金 补充医疗保险 补充公积金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 弹性工作,6,2020-09-15 09:21:20
系统架构师,5-7万/月,https://jobs.51job.com/beijing/123817655.html?s=01&t=0,西安智人网络科技有限公司,https://jobs.51job.com/all/co5102328.html,北京,民营公司,专业服务(咨询、人力资源、财会),150-500人,五险一金 补充医疗保险 补充公积金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 弹性工作,6,2020-09-15 09:21:11
实习程序员,2.9-3千/月,https://jobs.51job.com/beijing-hdq/124894551.html?s=01&t=0,北京可兰德网络技术有限公司,https://jobs.51job.com/all/co3012271.html,北京-海淀区,民营公司,计算机软件,少于50人,五险一金 员工旅游 弹性工作 定期体检 带薪年假,1,2020-09-15 09:13:50
实习程序员（北京）,2.9-3千/月,https://jobs.51job.com/beijing-hdq/124894069.html?s=01&t=0,北京可兰德网络技术有限公司,https://jobs.51job.com/all/co3012271.html,北京-海淀区,民营公司,计算机软件,少于50人,五险一金 员工旅游 弹性工作 定期体检 带薪年假,1,2020-09-15 09:13:50
图像识别工程师,2-3千/月,https://jobs.51job.com/beijing-dxq/122717306.html?s=01&t=0,和利时集团-和利康源,https://jobs.51job.com/all/co3650651.html,北京-大兴区,民营公司,仪器仪表/工业自动化,150-500人,五险一金 补充医疗保险 免费班车 年终奖金,6,2020-09-14 14:34:04
安卓应用开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-dxq/122648434.html?s=01&t=0,北京华商三优新能源科技有限公司,https://jobs.51job.com/all/co2804611.html,北京-大兴区,国企,新能源,500-1000人,五险一金 定期体检 免费班车 餐饮补贴 绩效奖金 年终奖金 专业培训 宿舍,5,2020-09-14 11:27:14
ETL开发工程师,3-4.5千/月,https://jobs.51job.com/beijing-xcq/124330183.html?s=01&t=0,北京智云信达科技有限公司,https://jobs.51job.com/all/co5968286.html,北京-西城区,民营公司,计算机软件,50-150人,五险一金 弹性工作 定期体检 绩效奖金 专业培训,1,2020-09-14 10:40:12
Android开发实习,2-3千/月,https://jobs.51job.com/beijing/115234814.html?s=01&t=0,中国搜索信息科技股份有限公司,https://jobs.51job.com/all/co2631629.html,北京,国企,互联网/电子商务,500-1000人,,,2020-09-14 10:04:34
业务分析师,2.5-4千/月,https://jobs.51job.com/beijing/125334785.html?s=01&t=0,友邦资讯科技(广州)有限公司,https://jobs.51job.com/all/co4864865.html,北京,民营公司,计算机软件,500-1000人,,1,2020-09-13 17:00:01
软件工程高级经理,5-8万/月,https://jobs.51job.com/beijing-cyq/121930350.html?s=01&t=0,韩领网络科技（上海）有限公司,https://jobs.51job.com/all/co3846679.html,北京-朝阳区,外资（非欧美）,计算机软件,150-500人,五险一金 补充公积金 专业培训 弹性工作 定期体检 年终奖金 出国机会,7,2020-09-11 17:37:21
研发业务架构师-保险平台产品,5-7万/月,https://jobs.51job.com/beijing-cyq/124421327.html?s=01&t=0,美团点评,https://jobs.51job.com/all/co4400526.html,北京-朝阳区,民营公司,计算机软件,10000人以上,,6,2020-09-11 09:00:24
大数据开发工程师,70元/天,https://jobs.51job.com/beijing-hdq/107564268.html?s=01&t=0,北京中测安华科技有限公司,https://jobs.51job.com/all/co4967972.html,北京-海淀区,国企,计算机软件,50-150人,五险一金 绩效奖金 年终奖金 定期体检,,2020-09-10 11:35:14
Web前端开发工程师,1.5千以下/月,https://jobs.51job.com/beijing-hdq/123159891.html?s=01&t=0,中国科学院自动化研究所,https://jobs.51job.com/all/co3205612.html,北京-海淀区,事业单位,政府/公共事业,500-1000人,五险一金 定期体检 带薪年假,4,2020-09-10 11:02:08
架构师,15-25万/月,https://jobs.51job.com/beijing-cyq/122173393.html?s=01&t=0,北京谷器数据科技有限公司,https://jobs.51job.com/all/co5755394.html,北京-朝阳区,民营公司,计算机软件,少于50人,五险一金 带薪年假 节日福利,7,2020-09-10 10:28:40
项目经理,1.5千以下/月,https://jobs.51job.com/xiamen/119737715.html?s=01&t=0,东华医为科技有限公司,https://jobs.51job.com/all/co5095367.html,异地招聘,民营公司,互联网/电子商务,1000-5000人,五险一金 补充医疗保险 绩效奖金 年终奖金 弹性工作 定期体检,6,2020-09-09 10:19:14
iOS开发实习,4.5-6千/月,https://jobs.51job.com/beijing-hdq/111356562.html?s=01&t=0,北京慧影智虹科技有限公司,https://jobs.51job.com/all/co3904911.html,北京-海淀区,民营公司,计算机软件,50-150人,五险一金 餐饮补贴 年终奖金 定期体检 弹性工作 员工旅游,1,2020-09-08 14:41:16
售前售后,1.5-2千/月,https://jobs.51job.com/beijing-hdq/122598969.html?s=01&t=0,北京千河网络科技有限公司,https://jobs.51job.com/all/co5814759.html,北京-海淀区,民营公司,计算机软件,50-150人,五险一金 专业培训 弹性工作 年终奖金,6,2020-09-08 13:34:53
测试工程师 -实习岗(EPM1zym)(J12263),2.2-3千/月,https://jobs.51job.com/beijing/125158710.html?s=01&t=0,北京东方国信科技股份有限公司,https://jobs.51job.com/all/co108009.html,北京,上市公司,计算机软件,5000-10000人,五险一金 年终奖金 定期体检 专业培训 餐饮补贴,1,2020-09-07 16:00:01
Web前端开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-xcq/125066621.html?s=01&t=0,北京天景隆软件科技有限公司,https://jobs.51job.com/all/co1406355.html,北京-西城区,民营公司,计算机软件,150-500人,,5,2020-09-05 13:00:01
高级前端开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-cyq/125021343.html?s=01&t=0,北京祥云创想科技有限公司,https://jobs.51job.com/all/co6045542.html,北京-朝阳区,民营公司,计算机软件,50-150人,,6,2020-09-04 10:00:01
大数据开发工程师（北京）,0.5-1万/月,https://jobs.51job.com/beijing/124949500.html?s=01&t=0,杭州东信北邮信息技术有限公司,https://jobs.51job.com/all/co3321021.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 绩效奖金 弹性工作 定期体检,3,2020-08-31 16:00:01
软件实施工程师,1.5-1.8千/月,https://jobs.51job.com/beijing/118673809.html?s=01&t=0,北京信普达系统工程有限公司,https://jobs.51job.com/all/co2981446.html,北京,民营公司,计算机软件,50-150人,,1,2020-08-28 14:50:09
（校招）DevOps平台研发工程师,0.5-1万/月,https://jobs.51job.com/beijing/121359251.html?s=01&t=0,杭州东信北邮信息技术有限公司,https://jobs.51job.com/all/co3321021.html,北京,国企,通信/电信运营、增值服务,500-1000人,五险一金 餐饮补贴 弹性工作 补充医疗保险 补充公积金 绩效奖金 年终奖金,1,2020-08-27 10:49:59
大数据科学家,7-10万/月,https://jobs.51job.com/beijing-hdq/121695090.html?s=01&t=0,傲林科技有限公司,https://jobs.51job.com/all/co5757459.html,北京-海淀区,民营公司,互联网/电子商务,50-150人,,7,2020-08-19 17:22:55
c/c++软件开发工程师,1.5-2千/月,https://jobs.51job.com/beijing-hdq/124416747.html?s=01&t=0,永中软件股份有限公司,https://jobs.51job.com/all/co2616656.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金 交通补贴 餐饮补贴 年终奖金 定期体检 弹性工作,5,2020-08-14 17:00:01
高级数据工程师,1.5-2千/月,https://jobs.51job.com/beijing-xcq/124008139.html?s=01&t=0,《中华医学杂志》社有限责任公司,https://jobs.51job.com/all/co3448376.html,北京-西城区,国企,文字媒体/出版,150-500人,五险一金 补充医疗保险 交通补贴 绩效奖金 年终奖金 定期体检 带薪年假 餐饮补贴 专业培训,5,2020-08-12 09:02:15
系统架构工程师,1.5-2千/月,https://jobs.51job.com/beijing-hdq/120017487.html?s=01&t=0,北京动力源创科技发展有限公司,https://jobs.51job.com/all/co5194135.html,北京-海淀区,民营公司,汽车,50-150人,五险一金 员工旅游 绩效奖金 定期体检 出国机会,5,2020-08-07 13:53:50
搜索算法高级工程师,5-10万/月,https://jobs.51job.com/beijing-cyq/121687545.html?s=01&t=0,好大夫在线,https://jobs.51job.com/all/co2740684.html,北京-朝阳区,外资（欧美）,互联网/电子商务,500-1000人,周末双休 带薪年假 五险一金 免费班车 绩效奖金 节日福利 专业培训 餐饮补贴 免费健身,6,2020-08-07 10:13:01
AI平台架构师,5-7万/月,https://jobs.51job.com/beijing-cyq/123189618.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京-朝阳区,民营公司,互联网/电子商务,1000-5000人,,6,2020-07-28 17:55:58
ios开发总监,30-50万/月,https://jobs.51job.com/beijing-dxq/117636010.html?s=01&t=0,北京中科白癜风医院,https://jobs.51job.com/all/co2832621.html,北京-大兴区,民营公司,医疗/护理/卫生,1000-5000人,绩效奖金 包吃住 员工旅游,,2020-07-27 18:00:01
移动app后台开发,3-6千/月,https://jobs.51job.com/beijing-dxq/117599854.html?s=01&t=0,北京中科白癜风医院,https://jobs.51job.com/all/co2832621.html,北京-大兴区,民营公司,医疗/护理/卫生,1000-5000人,绩效奖金 包吃住 员工旅游,,2020-07-27 18:00:01
移动app后台开发,4-8千/月,https://jobs.51job.com/beijing-dxq/117599801.html?s=01&t=0,北京中科白癜风医院,https://jobs.51job.com/all/co2832621.html,北京-大兴区,民营公司,医疗/护理/卫生,1000-5000人,绩效奖金 包吃住 员工旅游,,2020-07-27 17:00:01
移动app后台开发,2-4千/月,https://jobs.51job.com/beijing-dxq/117599744.html?s=01&t=0,北京中科白癜风医院,https://jobs.51job.com/all/co2832621.html,北京-大兴区,民营公司,医疗/护理/卫生,1000-5000人,绩效奖金 包吃住 员工旅游,,2020-07-27 17:00:01
软件测试 (MJ000134),1.5千以下/月,https://jobs.51job.com/beijing-hdq/117107187.html?s=01&t=0,优奈柯恩（北京）科技有限公司,https://jobs.51job.com/all/co5256616.html,北京-海淀区,民营公司,电子技术/半导体/集成电路,50-150人,,1,2020-07-25 19:00:01
推荐算法工程师,5-7万/月,https://jobs.51job.com/beijing/119598667.html?s=01&t=0,北京三六九数动科技有限公司,https://jobs.51job.com/all/co5375740.html,北京,民营公司,互联网/电子商务,1000-5000人,五险一金 补充医疗保险 补充公积金 员工旅游 出国机会 绩效奖金 年终奖金 股票期权,6,2020-07-16 10:54:16
中台架构师,3-4万/月,https://jobs.51job.com/beijing-hdq/125492112.html?s=01&t=0,软通动力信息技术（集团）股份有限公司,https://jobs.51job.com/all/co1686854.html,北京-海淀区,民营公司,计算机软件,10000人以上,五险一金 弹性工作 定期体检 免费班车,6,2020-09-15 15:25:47
全栈工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/124040535.html?s=01&t=0,上海合胜计算机科技股份有限公司,https://jobs.51job.com/all/co1224312.html,北京-朝阳区,上市公司,计算机服务(系统、数据服务、维修),500-1000人,五险一金 年终奖金 补充医疗保险 定期体检,4,2020-09-16 11:00:52
Technology-BigdataTA/SA大数据/解决方案架构师,3-4万/月,https://jobs.51job.com/beijing/124702509.html?s=01&t=0,埃森哲（中国）有限公司,https://jobs.51job.com/all/co525720.html,北京,外资（欧美）,专业服务(咨询、人力资源、财会),10000人以上,五险一金 补充医疗保险 弹性工作 定期体检 专业培训 补充公积金 免费班车 年终奖金,5,2020-09-16 11:00:30
Technology-保险行业技术顾问/经理,2-2.5万/月,https://jobs.51job.com/beijing/124702283.html?s=01&t=0,埃森哲（中国）有限公司,https://jobs.51job.com/all/co525720.html,北京,外资（欧美）,专业服务(咨询、人力资源、财会),10000人以上,五险一金 补充医疗保险 弹性工作 定期体检 专业培训 补充公积金 免费班车 年终奖金,6,2020-09-16 11:00:30
